imgnum,xmin,ymin,xmax,ymax,hasHead
00000871.png,257,334,237,323,1
00000872.png,260,341,251,337,1
00000873.png,257,346,261,342,1
00000874.png,273,352,263,353,1
00000875.png,257,346,262,343,1
00000876.png,278,354,247,329,1
00000877.png,258,346,266,351,1
00000878.png,258,346,264,348,1
00000879.png,275,351,246,329,1
00000880.png,238,324,259,338,1
00000881.png,244,326,247,325,1
00000882.png,258,346,266,350,1
00000883.png,258,348,263,345,1
00000884.png,269,366,258,343,1
00000885.png,278,374,272,364,1
00000886.png,268,365,261,343,1
00000887.png,262,347,254,333,1
00000888.png,259,337,242,326,1
00000889.png,244,326,252,330,1
00000890.png,273,364,266,353,1
00000891.png,257,334,237,321,1
00000892.png,278,355,249,329,1
00000893.png,257,345,261,341,1
00000894.png,262,348,267,358,1
00000895.png,265,349,260,340,1
00000896.png,267,365,259,345,1
00000897.png,262,344,253,332,1
00000898.png,263,353,255,337,1
00000899.png,260,339,252,330,1
00000900.png,234,325,276,353,1
00000901.png,262,347,261,352,1
00000902.png,258,345,261,342,1
00000903.png,257,346,263,343,1
00000904.png,244,326,246,325,1
00000905.png,262,348,267,358,1
00000906.png,243,326,253,332,1
00000907.png,261,343,254,331,1
00000908.png,269,365,260,344,1
00000909.png,276,352,245,329,1
00000910.png,273,356,262,349,1
00000911.png,270,363,261,344,1
00000912.png,241,326,254,334,1
00000913.png,265,345,252,331,1
00000914.png,265,349,255,334,1
00000915.png,272,368,254,341,1
00000916.png,246,326,247,325,1
00000917.png,271,366,254,339,1
00000918.png,258,337,242,326,1
00000919.png,263,347,268,358,1
00000920.png,272,349,248,329,1
00000921.png,270,348,251,333,1
00000922.png,244,326,248,325,1
00000923.png,247,327,248,326,1
00000924.png,250,329,250,327,1
00000925.png,259,346,266,351,1
00000926.png,263,348,265,358,1
00000927.png,274,366,254,340,1
00000928.png,250,329,250,327,1
00000929.png,274,350,246,329,1
00000930.png,268,366,259,343,1
00000931.png,254,331,241,322,1
00000932.png,250,327,246,325,1
00000933.png,270,351,261,356,1
00000934.png,262,344,254,331,1
00000935.png,266,349,258,338,1
00000936.png,277,354,247,329,1
00000937.png,263,348,265,357,1
00000938.png,268,350,262,357,1
00000939.png,262,344,256,334,1
00000940.png,235,325,269,347,1
00000941.png,269,366,258,342,1
00000942.png,245,325,246,325,1
00000943.png,268,350,261,357,1
00000944.png,243,325,247,325,1
00000945.png,274,351,263,353,1
00000946.png,266,344,251,330,1
00000947.png,247,327,247,325,1
00000948.png,276,352,247,329,1
00000949.png,257,334,239,323,1
00000950.png,264,347,266,358,1
00000951.png,263,349,264,358,1
00000952.png,252,329,248,327,1
00000953.png,253,329,249,327,1
00000954.png,275,351,246,329,1
00000955.png,257,333,238,321,1
00000956.png,267,348,263,358,1
00000957.png,234,325,272,350,1
00000958.png,252,330,250,328,1
00000959.png,283,378,275,366,1
00000960.png,239,324,258,336,1
00000961.png,247,327,248,326,1
00000962.png,278,355,247,329,1
00000963.png,255,333,239,321,1
00000964.png,273,364,268,353,1
00000965.png,269,347,249,329,1
00000966.png,274,351,246,329,1
00000967.png,276,353,246,329,1
00000968.png,241,326,256,334,1
00000969.png,253,331,249,327,1
00000970.png,262,347,261,352,1
00000971.png,257,334,237,321,1
00000972.png,234,325,275,353,1
00000973.png,267,351,259,338,1
00000974.png,262,343,254,331,1
00000975.png,263,347,268,358,1
00000976.png,276,352,247,329,1
00000977.png,259,345,258,337,1
00000978.png,246,327,247,325,1
00000979.png,259,346,266,351,1
00000980.png,274,350,246,329,1
00000981.png,250,327,246,325,1
00000982.png,257,334,237,322,1
00000983.png,272,350,251,334,1
00000984.png,275,352,245,329,1
00000985.png,253,331,249,327,1
00000986.png,258,348,263,345,1
00000987.png,244,326,246,324,1
00000988.png,253,331,251,329,1
00000989.png,254,332,241,324,1
00000990.png,265,345,252,331,1
00000991.png,261,349,257,338,1
00000992.png,250,329,250,327,1
00000993.png,259,338,244,328,1
00000994.png,254,332,240,322,1
00000995.png,259,346,265,352,1
00000996.png,243,325,247,325,1
00000997.png,243,329,265,342,1
00000998.png,246,325,247,325,1
00000999.png,253,331,249,327,1
00001000.png,247,327,249,327,1
00001001.png,246,327,247,325,1
00001002.png,264,358,256,338,1
00001003.png,273,364,268,353,1
00001004.png,277,353,248,330,1
00001005.png,263,349,266,358,1
00001006.png,273,367,254,340,1
00001007.png,261,356,253,338,1
00001008.png,255,333,250,328,1
00001009.png,273,356,262,349,1
00001010.png,252,329,244,324,1
00001011.png,268,346,250,330,1
00001012.png,234,325,276,353,1
00001013.png,278,354,247,328,1
00001014.png,252,329,244,324,1
00001015.png,252,330,242,324,1
00001016.png,236,326,273,350,1
00001017.png,264,350,256,336,1
00001018.png,268,360,256,338,1
00001019.png,258,346,264,351,1
00001020.png,255,332,252,329,1
00001021.png,259,345,265,352,1
00001022.png,274,351,263,353,1
00001023.png,274,366,254,340,1
00001024.png,261,346,261,350,1
00001025.png,263,343,253,331,1
00001026.png,273,367,254,340,1
00001027.png,263,348,265,357,1
00001028.png,258,348,263,345,1
00001029.png,250,327,247,325,1
00001030.png,243,325,247,325,1
00001031.png,267,346,250,330,1
00001032.png,234,325,276,353,1
00001033.png,262,348,267,358,1
00001034.png,270,361,262,343,1
00001035.png,251,329,250,327,1
00001036.png,277,353,246,329,1
00001037.png,278,372,272,361,1
00001038.png,256,334,238,322,1
00001039.png,257,346,263,343,1
00001040.png,257,334,238,322,1
00001041.png,265,350,255,336,1
00001042.png,272,366,254,340,1
00001043.png,239,328,268,346,1
00001044.png,268,347,254,334,1
00001045.png,233,325,276,353,1
00001046.png,272,366,254,340,1
00001047.png,265,345,252,331,1
00001048.png,249,329,250,327,1
00001049.png,277,354,247,329,1
00001050.png,255,333,239,321,1
00001051.png,269,366,258,343,1
00001052.png,260,340,255,334,1
00001053.png,237,326,270,348,1
00001054.png,234,325,276,353,1
00001055.png,263,343,253,331,1
00001056.png,257,333,238,321,1
00001057.png,268,349,263,357,1
00001058.png,257,334,237,321,1
00001059.png,236,325,264,341,1
00001060.png,259,337,243,327,1
00001061.png,276,353,247,331,1
00001062.png,234,325,275,353,1
00001063.png,276,368,271,355,1
00001064.png,252,329,244,324,1
00001065.png,281,378,276,368,1
00001066.png,278,355,247,328,1
00001067.png,268,355,259,343,1
00001068.png,260,340,247,331,1
00001069.png,276,352,247,329,1
00001070.png,264,345,252,331,1
00001071.png,262,344,252,333,1
00001072.png,272,368,254,340,1
00001073.png,278,369,271,358,1
00001074.png,260,339,252,330,1
00001075.png,237,325,264,341,1
00001076.png,262,344,254,331,1
00001077.png,279,374,272,363,1
00001078.png,271,366,255,340,1
00001079.png,275,351,248,331,1
00001080.png,248,328,248,326,1
00001081.png,256,334,238,322,1
00001082.png,233,325,274,351,1
00001083.png,259,347,265,349,1
00001084.png,259,347,265,346,1
00001085.png,260,342,254,333,1
00001086.png,244,326,247,325,1
00001087.png,257,345,261,341,1
00001088.png,267,365,261,344,1
00001089.png,261,343,254,331,1
00001090.png,258,337,240,326,1
00001091.png,262,344,254,332,1
00001092.png,251,334,259,338,1
00001093.png,275,353,247,331,1
00001094.png,243,325,247,325,1
00001095.png,257,346,262,343,1
00001096.png,257,345,263,345,1
00001097.png,262,342,252,330,1
00001098.png,267,346,250,330,1
00001099.png,261,345,261,348,1
00001100.png,277,353,248,330,1
00001101.png,258,346,266,351,1
00001102.png,261,345,258,346,1
00001103.png,266,348,265,357,1
00001104.png,268,360,256,338,1
00001105.png,243,326,246,324,1
00001106.png,253,331,241,323,1
00001107.png,256,339,256,335,1
00001108.png,264,347,266,358,1
00001109.png,258,338,254,333,1
00001110.png,275,351,248,331,1
00001111.png,245,325,246,325,1
00001112.png,244,330,264,342,1
00001113.png,260,341,251,337,1
00001114.png,281,379,274,368,1
00001115.png,262,345,253,332,1
00001116.png,246,393,106,261,1
00001117.png,240,380,96,256,1
00001118.png,249,404,102,262,1
00001119.png,278,434,115,281,1
00001120.png,228,387,105,254,1
00001121.png,255,408,104,266,1
00001122.png,281,450,119,296,1
00001123.png,256,397,108,260,1
00001124.png,201,367,111,254,1
00001125.png,246,401,102,260,1
00001126.png,243,364,118,253,1
00001127.png,282,434,134,298,1
00001128.png,241,383,96,255,1
00001129.png,282,445,128,301,1
00001130.png,220,381,107,253,1
00001131.png,283,461,144,319,1
00001132.png,239,370,113,249,1
00001133.png,186,355,116,259,1
00001134.png,231,376,94,251,1
00001135.png,281,454,121,301,1
00001136.png,282,448,127,302,1
00001137.png,282,453,122,301,1
00001138.png,250,401,108,261,1
00001139.png,243,363,118,251,1
00001140.png,250,404,105,263,1
00001141.png,276,405,136,288,1
00001142.png,222,372,98,251,1
00001143.png,204,370,109,254,1
00001144.png,245,394,97,257,1
00001145.png,191,361,113,256,1
00001146.png,264,418,107,272,1
00001147.png,281,451,122,299,1
00001148.png,188,357,115,257,1
00001149.png,283,450,133,305,1
00001150.png,242,363,117,250,1
00001151.png,254,406,104,264,1
00001152.png,276,405,134,285,1
00001153.png,222,369,95,249,1
00001154.png,283,452,133,307,1
00001155.png,284,454,133,308,1
00001156.png,278,400,151,295,1
00001157.png,282,432,135,298,1
00001158.png,246,387,108,261,1
00001159.png,254,381,114,252,1
00001160.png,248,381,110,263,1
00001161.png,282,453,121,300,1
00001162.png,247,383,109,261,1
00001163.png,254,408,103,264,1
00001164.png,278,400,155,296,1
00001165.png,238,395,104,256,1
00001166.png,187,356,115,258,1
00001167.png,281,427,138,297,1
00001168.png,282,430,135,298,1
00001169.png,221,372,96,253,1
00001170.png,253,388,110,262,1
00001171.png,272,415,111,264,1
00001172.png,247,398,105,260,1
00001173.png,223,367,94,254,1
00001174.png,283,459,142,317,1
00001175.png,225,368,93,251,1
00001176.png,282,452,122,301,1
00001177.png,260,398,110,258,1
00001178.png,256,385,112,251,1
00001179.png,252,406,98,262,1
00001180.png,244,363,117,252,1
00001181.png,242,363,117,250,1
00001182.png,279,407,151,297,1
00001183.png,278,434,115,281,1
00001184.png,280,442,116,288,1
00001185.png,260,398,110,258,1
00001186.png,282,453,121,300,1
00001187.png,278,433,118,287,1
00001188.png,230,389,105,254,1
00001189.png,263,397,112,256,1
00001190.png,231,382,108,251,1
00001191.png,270,421,113,277,1
00001192.png,282,452,123,301,1
00001193.png,240,365,116,252,1
00001194.png,278,399,155,296,1
00001195.png,235,377,111,250,1
00001196.png,247,373,112,264,1
00001197.png,243,363,118,251,1
00001198.png,282,454,121,301,1
00001199.png,242,363,117,251,1
00001200.png,253,408,102,264,1
00001201.png,246,373,112,264,1
00001202.png,284,456,135,311,1
00001203.png,231,382,108,251,1
00001204.png,240,380,96,256,1
00001205.png,223,367,93,249,1
00001206.png,253,386,109,262,1
00001207.png,235,392,106,256,1
00001208.png,246,393,106,261,1
00001209.png,249,401,101,263,1
00001210.png,246,367,116,250,1
00001211.png,270,406,123,279,1
00001212.png,265,408,117,273,1
00001213.png,253,386,109,262,1
00001214.png,246,401,102,262,1
00001215.png,273,427,116,281,1
00001216.png,284,457,137,312,1
00001217.png,246,398,98,258,1
00001218.png,265,396,114,254,1
00001219.png,252,403,108,264,1
00001220.png,261,398,111,257,1
00001221.png,281,454,121,301,1
00001222.png,196,362,114,255,1
00001223.png,283,461,145,320,1
00001224.png,263,395,112,252,1
00001225.png,282,431,135,298,1
00001226.png,242,387,95,256,1
00001227.png,219,382,107,254,1
00001228.png,269,422,109,276,1
00001229.png,187,357,115,258,1
00001230.png,284,453,132,307,1
00001231.png,240,380,96,256,1
00001232.png,241,385,95,256,1
00001233.png,241,364,116,253,1
00001234.png,211,376,107,252,1
00001235.png,220,381,107,253,1
00001236.png,278,434,115,281,1
00001237.png,273,407,129,281,1
00001238.png,282,438,130,299,1
00001239.png,252,405,103,265,1
00001240.png,275,429,116,284,1
00001241.png,219,379,107,254,1
00001242.png,280,413,146,298,1
00001243.png,250,379,111,263,1
00001244.png,269,406,112,259,1
00001245.png,250,379,111,262,1
00001246.png,224,366,93,248,1
00001247.png,221,376,98,253,1
00001248.png,225,365,93,253,1
00001249.png,251,406,99,262,1
00001250.png,246,373,112,264,1
00001251.png,252,406,98,262,1
00001252.png,282,453,122,301,1
00001253.png,279,405,151,297,1
00001254.png,229,384,107,253,1
00001255.png,222,372,96,251,1
00001256.png,191,359,114,256,1
00001257.png,222,371,96,253,1
00001258.png,223,368,93,248,1
00001259.png,227,371,93,251,1
00001260.png,256,397,108,260,1
00001261.png,241,365,115,249,1
00001262.png,284,456,135,311,1
00001263.png,283,458,139,314,1
00001264.png,191,361,114,256,1
00001265.png,253,408,103,265,1
00001266.png,251,403,103,264,1
00001267.png,246,372,111,265,1
00001268.png,278,398,153,295,1
00001269.png,253,406,102,264,1
00001270.png,280,445,118,292,1
00001271.png,222,371,96,253,1
00001272.png,247,398,105,260,1
00001273.png,243,389,96,258,1
00001274.png,244,396,100,259,1
00001275.png,244,364,118,250,1
00001276.png,282,453,122,301,1
00001277.png,254,408,102,264,1
00001278.png,241,365,115,249,1
00001279.png,283,461,145,319,1
00001280.png,230,389,105,254,1
00001281.png,226,385,105,252,1
00001282.png,245,394,97,257,1
00001283.png,220,378,100,251,1
00001284.png,259,408,111,269,1
00001285.png,226,368,93,253,1
00001286.png,280,403,153,297,1
00001287.png,246,402,101,261,1
00001288.png,221,376,99,253,1
00001289.png,246,390,107,262,1
00001290.png,282,422,140,296,1
00001291.png,260,398,110,258,1
00001292.png,281,454,122,301,1
00001293.png,283,444,126,298,1
00001294.png,283,461,145,320,1
00001295.png,281,450,123,301,1
00001296.png,187,356,115,258,1
00001297.png,281,451,122,300,1
00001298.png,244,396,100,259,1
00001299.png,282,430,135,298,1
00001300.png,209,373,108,258,1
00001301.png,283,461,145,320,1
00001302.png,245,398,100,260,1
00001303.png,255,407,105,266,1
00001304.png,252,392,109,262,1
00001305.png,278,400,151,295,1
00001306.png,238,395,104,256,1
00001307.png,245,401,103,261,1
00001308.png,273,426,111,281,1
00001309.png,242,387,95,256,1
00001310.png,212,375,109,254,1
00001311.png,245,373,111,264,1
00001312.png,253,406,103,264,1
00001313.png,236,376,111,252,1
00001314.png,243,388,96,257,1
00001315.png,283,452,133,307,1
00001316.png,264,418,107,272,1
00001317.png,282,453,122,301,1
00001318.png,244,363,117,249,1
00001319.png,253,388,110,262,1
00001320.png,242,363,117,250,1
00001321.png,219,379,107,254,1
00001322.png,266,403,112,257,1
00001323.png,242,387,95,256,1
00001324.png,246,402,101,260,1
00001325.png,282,430,135,298,1
00001326.png,254,408,103,264,1
00001327.png,284,461,144,319,1
00001328.png,251,382,111,263,1
00001329.png,280,414,145,298,1
00001330.png,283,459,142,317,1
00001331.png,245,390,96,256,1
00001332.png,241,395,106,258,1
00001333.png,246,373,111,263,1
00001334.png,259,398,109,259,1
00001335.png,282,453,122,301,1
00001336.png,284,457,139,314,1
00001337.png,246,372,112,264,1
00001338.png,282,445,128,301,1
00001339.png,206,371,108,254,1
00001340.png,261,413,105,269,1
00001341.png,276,405,138,289,1
00001342.png,282,445,118,294,1
00001343.png,222,369,95,249,1
00001344.png,254,408,102,264,1
00001345.png,244,363,117,252,1
00001346.png,282,452,120,299,1
00001347.png,246,373,112,263,1
00001348.png,193,362,113,258,1
00001349.png,209,373,108,252,1
00001350.png,249,375,112,263,1
00001351.png,189,357,116,256,1
00001352.png,284,457,137,312,1
00001353.png,282,423,139,296,1
00001354.png,282,444,128,299,1
00001355.png,282,436,132,299,1
00001356.png,235,392,106,256,1
00001357.png,252,408,101,264,1
00001358.png,276,403,141,289,1
00001359.png,283,449,124,302,1
00001360.png,280,445,118,292,1
00001361.png,193,361,114,255,1
00001362.png,254,407,104,265,1
00001363.png,277,399,155,296,1
00001364.png,223,384,105,253,1
00001365.png,284,461,144,318,1
00001366.png,189,357,116,256,1
00001367.png,283,452,133,307,1
00001368.png,280,403,153,297,1
00001369.png,282,452,123,301,1
00001370.png,280,443,116,290,1
00001371.png,240,381,95,256,1
00001372.png,246,372,112,264,1
00001373.png,282,453,121,301,1
00001374.png,241,385,95,256,1
00001375.png,276,426,114,273,1
00001376.png,236,386,98,254,1
00001377.png,226,385,105,252,1
00001378.png,284,449,130,304,1
00001379.png,256,410,105,268,1
00001380.png,253,408,103,265,1
00001381.png,251,408,100,264,1
00001382.png,256,410,105,268,1
00001383.png,187,357,115,258,1
00001384.png,246,373,112,264,1
00001385.png,284,456,135,311,1
00001386.png,278,400,155,296,1
00001387.png,251,398,97,259,1
00001388.png,209,373,108,258,1
00001389.png,201,367,111,254,1
00001390.png,255,407,105,266,1
00001391.png,279,407,151,297,1
00001392.png,243,363,118,250,1
00001393.png,284,449,130,304,1
00001394.png,249,383,109,262,1
00001395.png,191,361,114,256,1
00001396.png,254,408,103,264,1
00001397.png,239,380,95,256,1
00001398.png,251,398,97,259,1
00001399.png,246,373,111,263,1
00001400.png,252,378,114,248,1
00001401.png,284,461,144,319,1
00001402.png,277,399,155,296,1
00001403.png,282,423,139,296,1
00001404.png,255,395,108,260,1
00001405.png,261,398,111,257,1
00001406.png,280,441,120,295,1
00001407.png,222,368,94,254,1
00001408.png,284,459,143,317,1
00001409.png,253,406,102,264,1
00001410.png,246,373,111,263,1
00001411.png,253,406,102,264,1
00001412.png,275,430,116,285,1
00001413.png,241,384,95,256,1
00001414.png,282,444,128,299,1
00001415.png,246,372,112,264,1
00001416.png,220,378,100,251,1
00001417.png,249,402,105,261,1
00001418.png,271,423,114,279,1
